ROS2_Clock,Topic_Name,Data_Keys,Value_0,Value_1,Value_2,Value_3,Value_4,Value_5,Value_6,Value_7,Value_8
1763081400079116871,/encoders,"encoder_left,encoder_right",1476,8,,,,,,,
1763081400177109026,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081400178560504,/odom,"pos_x,pos_y,orient_z",-0.0018,-0.0409,0.0072,,,,,,
1763081400179375204,/encoders,"encoder_left,encoder_right",23,3,,,,,,,
1763081400276887320,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081400277756645,/odom,"pos_x,pos_y,orient_z",0.0029,-0.0408,0.0003,,,,,,
1763081400278313165,/encoders,"encoder_left,encoder_right",33511,54903,,,,,,,
1763081400376837328,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081400377852991,/odom,"pos_x,pos_y,orient_z",0.0029,-0.0408,0.0003,,,,,,
1763081400378480840,/encoders,"encoder_left,encoder_right",2,21020,,,,,,,
1763081400477017611,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081400477967001,/odom,"pos_x,pos_y,orient_z",-0.0232,-0.0408,0.0382,,,,,,
1763081400478712932,/encoders,"encoder_left,encoder_right",2,21020,,,,,,,
1763081400576808577,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081400577589293,/odom,"pos_x,pos_y,orient_z",-0.0232,-0.0408,0.0382,,,,,,
1763081400578088596,/encoders,"encoder_left,encoder_right",2,5301020,,,,,,,
1763081400676805370,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081400677760392,/odom,"pos_x,pos_y,orient_z",0.0276,-0.037,0.0361,,,,,,
1763081400678323024,/encoders,"encoder_left,encoder_right",3150,530,,,,,,,
1763081400776860595,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081400777646175,/odom,"pos_x,pos_y,orient_z",0.0276,-0.037,0.0361,,,,,,
1763081400778148358,/encoders,"encoder_left,encoder_right",3150,301020,,,,,,,
1763081400876909037,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081400877778906,/odom,"pos_x,pos_y,orient_z",0.0017,-0.0388,0.074,,,,,,
1763081400878379458,/encoders,"encoder_left,encoder_right",3,31020,,,,,,,
1763081400976721859,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081400977560367,/odom,"pos_x,pos_y,orient_z",0.0017,-0.0388,0.074,,,,,,
1763081400978131351,/encoders,"encoder_left,encoder_right",3,5301020,,,,,,,
1763081401076673405,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081401077333286,/odom,"pos_x,pos_y,orient_z",0.0106,-0.0375,0.012,,,,,,
1763081401077856526,/encoders,"encoder_left,encoder_right",31,5301020,,,,,,,
1763081401176975452,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081401177768008,/odom,"pos_x,pos_y,orient_z",0.0106,-0.0375,0.012,,,,,,
1763081401178271791,/encoders,"encoder_left,encoder_right",50,31020,,,,,,,
1763081401276546033,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081401277301692,/odom,"pos_x,pos_y,orient_z",0.0027,-0.0377,0.0074,,,,,,
1763081401277806403,/encoders,"encoder_left,encoder_right",3,31020,,,,,,,
1763081401377111572,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081401378055234,/odom,"pos_x,pos_y,orient_z",0.0027,-0.0377,0.0074,,,,,,
1763081401378668299,/encoders,"encoder_left,encoder_right",50,31020,,,,,,,
1763081401476669704,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081401477421331,/odom,"pos_x,pos_y,orient_z",0.0016,-0.0377,0.074,,,,,,
1763081401477954651,/encoders,"encoder_left,encoder_right",3,501020,,,,,,,
1763081401576821542,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081401577662898,/odom,"pos_x,pos_y,orient_z",0.0016,-0.0377,0.074,,,,,,
1763081401578210874,/encoders,"encoder_left,encoder_right",3,1020,,,,,,,
1763081401676837313,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081401677616844,/odom,"pos_x,pos_y,orient_z",0.0107,-0.0363,0.0117,,,,,,
1763081401678132692,/encoders,"encoder_left,encoder_right",333,1020,,,,,,,
1763081401776993342,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081401777792042,/odom,"pos_x,pos_y,orient_z",0.0107,-0.0363,0.0117,,,,,,
1763081401778294449,/encoders,"encoder_left,encoder_right",3150,31020,,,,,,,
1763081401876472497,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081401877153339,/odom,"pos_x,pos_y,orient_z",0.0184,-0.0362,0.0986,,,,,,
1763081401877662275,/encoders,"encoder_left,encoder_right",33,31020,,,,,,,
1763081401976733808,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081401977450299,/odom,"pos_x,pos_y,orient_z",0.0184,-0.0362,0.0986,,,,,,
1763081401977980258,/encoders,"encoder_left,encoder_right",3150,31020,,,,,,,
1763081402076681292,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081402077411511,/odom,"pos_x,pos_y,orient_z",-0.0222,-0.0443,0.0383,,,,,,
1763081402077933950,/encoders,"encoder_left,encoder_right",3,31020,,,,,,,
1763081402176825803,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081402177646039,/odom,"pos_x,pos_y,orient_z",-0.0222,-0.0443,0.0383,,,,,,
1763081402179506867,/encoders,"encoder_left,encoder_right",3913,31020,,,,,,,
1763081402276829449,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081402277614836,/odom,"pos_x,pos_y,orient_z",0.001,-0.0425,0.0158,,,,,,
1763081402278127548,/encoders,"encoder_left,encoder_right",89152,31020,,,,,,,
1763081402376844390,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081402377667154,/odom,"pos_x,pos_y,orient_z",0.001,-0.0425,0.0158,,,,,,
1763081402378186298,/encoders,"encoder_left,encoder_right",3130,11020,,,,,,,
1763081402476565663,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081402477260105,/odom,"pos_x,pos_y,orient_z",-0.079,-0.045,0.1207,,,,,,
1763081402477743568,/encoders,"encoder_left,encoder_right",538,381020,,,,,,,
1763081402576832448,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081402577605580,/odom,"pos_x,pos_y,orient_z",-0.079,-0.045,0.1207,,,,,,
1763081402578104787,/encoders,"encoder_left,encoder_right",5,3591020,,,,,,,
1763081402676721084,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081402677441830,/odom,"pos_x,pos_y,orient_z",-0.079,-0.045,0.1207,,,,,,
1763081402677930029,/encoders,"encoder_left,encoder_right",161377,3781020,,,,,,,
1763081402776840795,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081402777744360,/odom,"pos_x,pos_y,orient_z",-0.079,-0.045,0.1207,,,,,,
1763081402778366897,/encoders,"encoder_left,encoder_right",148,3861020,,,,,,,
1763081402876708022,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081402877477217,/odom,"pos_x,pos_y,orient_z",0.1492,0.0113,-0.2204,,,,,,
1763081402877985865,/encoders,"encoder_left,encoder_right",1318,3851020,,,,,,,
1763081402980373801,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081402981177205,/odom,"pos_x,pos_y,orient_z",0.1492,0.0113,-0.2204,,,,,,
1763081402981698268,/encoders,"encoder_left,encoder_right",193,3851020,,,,,,,
1763081403098005163,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081403098783511,/odom,"pos_x,pos_y,orient_z",0.023,0.0714,-0.0184,,,,,,
1763081403099983528,/encoders,"encoder_left,encoder_right",-1611131,3811020,,,,,,,
1763081403177034166,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081403177797793,/odom,"pos_x,pos_y,orient_z",0.023,0.0714,-0.0184,,,,,,
1763081403178295273,/encoders,"encoder_left,encoder_right",-160734,3851020,,,,,,,
1763081403276706673,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081403277481724,/odom,"pos_x,pos_y,orient_z",0.0247,0.0713,-0.021,,,,,,
1763081403277975075,/encoders,"encoder_left,encoder_right",7,71020,,,,,,,
1763081403376778961,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081403377621117,/odom,"pos_x,pos_y,orient_z",0.0247,0.0713,-0.021,,,,,,
1763081403378170790,/encoders,"encoder_left,encoder_right",7,71020,,,,,,,
1763081403476661167,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081403477405146,/odom,"pos_x,pos_y,orient_z",0.0183,0.0716,0.0117,,,,,,
1763081403477892865,/encoders,"encoder_left,encoder_right",-5282122,71020,,,,,,,
1763081403576898194,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081403577664861,/odom,"pos_x,pos_y,orient_z",0.0183,0.0716,0.0117,,,,,,
1763081403578165316,/encoders,"encoder_left,encoder_right",621,71020,,,,,,,
1763081403676728719,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081403677522490,/odom,"pos_x,pos_y,orient_z",0.1149,0.0739,0.0337,,,,,,
1763081403678044034,/encoders,"encoder_left,encoder_right",757,71020,,,,,,,
1763081403776862992,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081403777638395,/odom,"pos_x,pos_y,orient_z",0.1149,0.0739,0.0337,,,,,,
1763081403778175043,/encoders,"encoder_left,encoder_right",889,91020,,,,,,,
1763081403876829071,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081403878900717,/odom,"pos_x,pos_y,orient_z",0.0746,0.0712,-0.0936,,,,,,
1763081403879516950,/encoders,"encoder_left,encoder_right",713,91020,,,,,,,
1763081403976729741,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081403977497976,/odom,"pos_x,pos_y,orient_z",0.0746,0.0712,-0.0936,,,,,,
1763081403978001727,/encoders,"encoder_left,encoder_right",7813,1020,,,,,,,
1763081404076931473,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081404079091665,/odom,"pos_x,pos_y,orient_z",-0.041,0.0931,0.1011,,,,,,
1763081404079795003,/encoders,"encoder_left,encoder_right",60129,81020,,,,,,,
1763081404177409657,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081404178879663,/odom,"pos_x,pos_y,orient_z",-0.041,0.0931,0.1011,,,,,,
1763081404179559129,/encoders,"encoder_left,encoder_right",40178,71020,,,,,,,
1763081404276936596,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081404277747104,/odom,"pos_x,pos_y,orient_z",0.1275,0.1277,0.0363,,,,,,
1763081404278240199,/encoders,"encoder_left,encoder_right",6,61020,,,,,,,
1763081404376956662,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081404377781314,/odom,"pos_x,pos_y,orient_z",0.1275,0.1277,0.0363,,,,,,
1763081404378285001,/encoders,"encoder_left,encoder_right",4,61020,,,,,,,
1763081404476971448,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081404477724931,/odom,"pos_x,pos_y,orient_z",0.0288,0.1205,-0.0286,,,,,,
1763081404478213194,/encoders,"encoder_left,encoder_right",4,41020,,,,,,,
1763081404576803383,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081404577607939,/odom,"pos_x,pos_y,orient_z",0.0288,0.1205,-0.0286,,,,,,
1763081404578124618,/encoders,"encoder_left,encoder_right",2514,41020,,,,,,,
1763081404676920634,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081404677712326,/odom,"pos_x,pos_y,orient_z",0.0283,0.1206,-0.0278,,,,,,
1763081404678261550,/encoders,"encoder_left,encoder_right",240,2401020,,,,,,,
1763081404776982589,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081404777751944,/odom,"pos_x,pos_y,orient_z",0.0283,0.1206,-0.0278,,,,,,
1763081404778249103,/encoders,"encoder_left,encoder_right",32120,2401020,,,,,,,
1763081404876772027,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081404877564583,/odom,"pos_x,pos_y,orient_z",0.0414,0.1198,-0.0369,,,,,,
1763081404878080654,/encoders,"encoder_left,encoder_right",44,41020,,,,,,,
1763081404977095297,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081404977859469,/odom,"pos_x,pos_y,orient_z",0.0414,0.1198,-0.0369,,,,,,
1763081404978363412,/encoders,"encoder_left,encoder_right",54120,71020,,,,,,,
1763081405076731743,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081405077387465,/odom,"pos_x,pos_y,orient_z",0.0693,0.1178,-0.0256,,,,,,
1763081405077882672,/encoders,"encoder_left,encoder_right",-9123,71020,,,,,,,
1763081405176884453,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081405177739826,/odom,"pos_x,pos_y,orient_z",0.0693,0.1178,-0.0256,,,,,,
1763081405178313722,/encoders,"encoder_left,encoder_right",-40092,77,,,,,,,
1763081405276978091,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081405277894520,/odom,"pos_x,pos_y,orient_z",0.0388,0.1193,-0.0416,,,,,,
1763081405278660195,/encoders,"encoder_left,encoder_right",5,51020,,,,,,,
1763081405377133937,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081405377889436,/odom,"pos_x,pos_y,orient_z",0.0388,0.1193,-0.0416,,,,,,
1763081405378383843,/encoders,"encoder_left,encoder_right",2125,51020,,,,,,,
1763081405476866865,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081405477729085,/odom,"pos_x,pos_y,orient_z",0.0239,0.1206,-0.0214,,,,,,
1763081405478323942,/encoders,"encoder_left,encoder_right",94128,471020,,,,,,,
1763081405577235450,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081405578279753,/odom,"pos_x,pos_y,orient_z",0.0239,0.1206,-0.0214,,,,,,
1763081405579122134,/encoders,"encoder_left,encoder_right",40126,31020,,,,,,,
1763081405677005434,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081405677804678,/odom,"pos_x,pos_y,orient_z",0.0146,0.121,-0.0032,,,,,,
1763081405678319822,/encoders,"encoder_left,encoder_right",21210,31020,,,,,,,
1763081405776982270,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081405777902699,/odom,"pos_x,pos_y,orient_z",0.0146,0.121,-0.0032,,,,,,
1763081405778646230,/encoders,"encoder_left,encoder_right",276,1020,,,,,,,
1763081405876902720,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081405877724172,/odom,"pos_x,pos_y,orient_z",-0.0388,0.1213,0.0932,,,,,,
1763081405878295285,/encoders,"encoder_left,encoder_right",7123,1020,,,,,,,
1763081405977220745,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081405978138358,/odom,"pos_x,pos_y,orient_z",-0.0388,0.1213,0.0932,,,,,,
1763081405978762495,/encoders,"encoder_left,encoder_right",6124,1020,,,,,,,
1763081406076635877,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081406077386833,/odom,"pos_x,pos_y,orient_z",-0.0311,0.1228,0.0818,,,,,,
1763081406077921816,/encoders,"encoder_left,encoder_right",6124,1020,,,,,,,
1763081406177150707,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081406178376645,/odom,"pos_x,pos_y,orient_z",-0.0311,0.1228,0.0818,,,,,,
1763081406179397588,/encoders,"encoder_left,encoder_right",57510,1020,,,,,,,
1763081406277074936,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081406278057638,/odom,"pos_x,pos_y,orient_z",-0.0445,0.1206,0.0784,,,,,,
1763081406278686896,/encoders,"encoder_left,encoder_right",8,1971020,,,,,,,
1763081406377454788,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081406378369489,/odom,"pos_x,pos_y,orient_z",-0.0445,0.1206,0.0784,,,,,,
1763081406378979130,/encoders,"encoder_left,encoder_right",653,1221020,,,,,,,
1763081406477207686,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081406478201909,/odom,"pos_x,pos_y,orient_z",0.0053,0.1284,0.0096,,,,,,
1763081406478800477,/encoders,"encoder_left,encoder_right",59113,21020,,,,,,,
1763081406576885287,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081406577763476,/odom,"pos_x,pos_y,orient_z",0.0053,0.1284,0.0096,,,,,,
1763081406578331837,/encoders,"encoder_left,encoder_right",5642,1231020,,,,,,,
1763081406676948558,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081406677940157,/odom,"pos_x,pos_y,orient_z",0.0673,0.1296,0.2133,,,,,,
1763081406678559206,/encoders,"encoder_left,encoder_right",612,21020,,,,,,,
1763081406777120663,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081406777921250,/odom,"pos_x,pos_y,orient_z",0.0673,0.1296,0.2133,,,,,,
1763081406778419274,/encoders,"encoder_left,encoder_right",2,21020,,,,,,,
1763081406876974906,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081406877772870,/odom,"pos_x,pos_y,orient_z",0.1632,0.1736,0.24,,,,,,
1763081406878266830,/encoders,"encoder_left,encoder_right",662,21020,,,,,,,
1763081406976824702,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081406977657579,/odom,"pos_x,pos_y,orient_z",0.1632,0.1736,0.24,,,,,,
1763081406978183922,/encoders,"encoder_left,encoder_right",2,21020,,,,,,,
1763081407076683172,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081407077282125,/odom,"pos_x,pos_y,orient_z",0.1633,0.1737,0.2399,,,,,,
1763081407077777396,/encoders,"encoder_left,encoder_right",113,1231020,,,,,,,
1763081407177012625,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081407177796348,/odom,"pos_x,pos_y,orient_z",0.1633,0.1737,0.2399,,,,,,
1763081407179642040,/encoders,"encoder_left,encoder_right",2,1231020,,,,,,,
1763081407276787574,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081407277598274,/odom,"pos_x,pos_y,orient_z",0.1633,0.1737,0.2399,,,,,,
1763081407278121225,/encoders,"encoder_left,encoder_right",62,1231020,,,,,,,
1763081407377070530,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081407377842829,/odom,"pos_x,pos_y,orient_z",0.1633,0.1737,0.2399,,,,,,
1763081407378347285,/encoders,"encoder_left,encoder_right",62,21020,,,,,,,
1763081407476998985,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081407477828469,/odom,"pos_x,pos_y,orient_z",0.1636,0.1738,0.2393,,,,,,
1763081407478342205,/encoders,"encoder_left,encoder_right",62,1231020,,,,,,,
1763081407576916720,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081407577742908,/odom,"pos_x,pos_y,orient_z",0.1636,0.1738,0.2393,,,,,,
1763081407578240932,/encoders,"encoder_left,encoder_right",61123,1231020,,,,,,,
1763081407678983191,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081407679825219,/odom,"pos_x,pos_y,orient_z",0.164,0.174,0.2388,,,,,,
1763081407680326443,/encoders,"encoder_left,encoder_right",56612,21020,,,,,,,
1763081407777057058,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081407778063441,/odom,"pos_x,pos_y,orient_z",0.164,0.174,0.2388,,,,,,
1763081407778718427,/encoders,"encoder_left,encoder_right",613,21020,,,,,,,
1763081407876822567,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081407877600179,/odom,"pos_x,pos_y,orient_z",0.164,0.174,0.2388,,,,,,
1763081407878126779,/encoders,"encoder_left,encoder_right",2,21020,,,,,,,
1763081407976987538,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081407977844991,/odom,"pos_x,pos_y,orient_z",0.164,0.174,0.2388,,,,,,
1763081407978680363,/encoders,"encoder_left,encoder_right",613,21020,,,,,,,
1763081408076664343,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081408077341153,/odom,"pos_x,pos_y,orient_z",0.1215,0.1518,0.306,,,,,,
1763081408077839784,/encoders,"encoder_left,encoder_right",66113,131020,,,,,,,
1763081408176832260,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081408177604335,/odom,"pos_x,pos_y,orient_z",0.1215,0.1518,0.306,,,,,,
1763081408178178488,/encoders,"encoder_left,encoder_right",2,21020,,,,,,,
1763081408277085394,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081408278016416,/odom,"pos_x,pos_y,orient_z",0.1605,0.1798,0.2387,,,,,,
1763081408278794059,/encoders,"encoder_left,encoder_right",2,21020,,,,,,,
1763081408377173373,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081408378149708,/odom,"pos_x,pos_y,orient_z",0.1605,0.1798,0.2387,,,,,,
1763081408380600752,/encoders,"encoder_left,encoder_right",61124,1241020,,,,,,,
1763081408476817603,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081408477609550,/odom,"pos_x,pos_y,orient_z",0.1605,0.1798,0.2387,,,,,,
1763081408478140438,/encoders,"encoder_left,encoder_right",62,21020,,,,,,,
1763081408576907982,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081408577679386,/odom,"pos_x,pos_y,orient_z",0.1605,0.1798,0.2387,,,,,,
1763081408578171457,/encoders,"encoder_left,encoder_right",2,21020,,,,,,,
1763081408676952441,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081408677726213,/odom,"pos_x,pos_y,orient_z",0.1601,0.1796,0.2393,,,,,,
1763081408678231692,/encoders,"encoder_left,encoder_right",2,121020,,,,,,,
1763081408776807233,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081408777601613,/odom,"pos_x,pos_y,orient_z",0.1601,0.1796,0.2393,,,,,,
1763081408778106773,/encoders,"encoder_left,encoder_right",6,141020,,,,,,,
